Subject,StimulusIndex,Region,RegionID,Division,FCV,NeuronCount,NTimepoints,NWindows,SubjectZFCV
12,10,OB,20,Tel,0.5115203406237987,223,150,27,3.056126826669109
12,10,lP,22,Tel,0.24550914510037983,933,150,27,0.34319492931088996
12,10,lPO,25,Tel,0.20515062924878386,425,150,27,-0.06840393128741462
12,10,lSP,28,Tel,0.19448399447868014,679,150,27,-0.1771882764287717
12,10,rOB,56,Tel,0.5270962271697881,168,150,27,3.2149784846119314
12,10,rP,58,Tel,0.3072207483593157,976,150,27,0.9725645939554872
12,10,rPO,61,Tel,0.18405881355092266,382,150,27,-0.28351013938267094
12,10,rSP,64,Tel,0.20148316204167394,658,150,27,-0.10580682611334999
12,10,lHb,16,Di,0.39852869025909643,309,150,27,1.9037743784708852
12,10,lPT,24,Di,0.24080112443431367,379,150,27,0.2951798846310577
12,10,lPrT,26,Di,0.17696391447672583,407,150,27,-0.35586791353218544
12,10,lTh,30,Di,0.20410120808371315,1186,150,27,-0.07910651899948891
12,10,rHb,52,Di,0.19146904360757644,260,150,27,-0.20793644238882092
12,10,rPT,60,Di,0.27563158722630904,407,150,27,0.6504005486419225
12,10,rPrT,62,Di,0.17909803289439574,577,150,27,-0.33410297271214145
12,10,rTh,66,Di,0.32463548760214483,1297,150,27,1.1501699067058968
12,10,lTeO,29,Mes,0.35015585780213454,6182,150,27,1.4104410062425587
12,10,lTS,32,Mes,0.3085018564027805,404,150,27,0.9856300548592629
12,10,rTeO,65,Mes,0.3351973589567151,7358,150,27,1.257885815569158
12,10,rTS,68,Mes,0.2545621306747407,130,150,27,0.4355223717054912
12,10,lMON,0,Hind,0.32108233277030723,863,150,27,1.1139328338241425
12,10,lCb,1,Hind,0.20588020491002276,1625,150,27,-0.060963308049672
12,10,lMOS1,2,Hind,0.19643871534347054,1419,150,27,-0.1572529328275861
12,10,lMOS2,3,Hind,0.17327476891570215,558,150,27,-0.393491896413077
12,10,lMOS3,4,Hind,0.2398595126527499,1297,150,27,0.28557679769290756
12,10,lMOS4,5,Hind,0.19867112871892284,882,150,27,-0.13448552470238756
12,10,lMOS5,6,Hind,0.2258684718433773,1182,150,27,0.14288828860853747
12,10,lRa,10,Hind,0.39649974297559154,254,150,27,1.8830820320730277
12,10,lT,11,Hind,0.18664172336411436,1266,150,27,-0.2571681713071565
12,10,laRF,12,Hind,0.3738706037522596,264,150,27,1.6522973333766435
12,10,limRF,13,Hind,0.2589014748491388,382,150,27,0.47977744601233063
12,10,lpRF,14,Hind,0.18099146148643147,485,150,27,-0.3147927222070962
12,10,lNX,35,Hind,0.18026336303043852,381,150,27,-0.32221828007428993
12,10,rMON,36,Hind,0.3373702320186098,1120,150,27,1.2800459980642045
12,10,rCb,37,Hind,0.1753051995775935,1685,150,27,-0.3727844216875095
12,10,rMOS1,38,Hind,0.17198769545129497,1483,150,27,-0.40661819603728283
12,10,rMOS2,39,Hind,0.21260752375034006,554,150,27,0.007645675980810122
12,10,rMOS3,40,Hind,0.17580897810671395,1496,150,27,-0.36764660469388316
12,10,rMOS4,41,Hind,0.17707610246983604,1113,150,27,-0.35472375723301
12,10,rMOS5,42,Hind,0.21073787949204917,1530,150,27,-0.01142200850160283
12,10,rRa,46,Hind,0.41859742730921135,201,150,27,2.1084466546727274
12,10,rT,47,Hind,0.18165764997205835,1437,150,27,-0.3079985570639572
12,10,raRF,48,Hind,0.19589190773676982,208,150,27,-0.16282958457345562
12,10,rimRF,49,Hind,0.1853936773283057,436,150,27,-0.26989644724777845
12,10,rpRF,50,Hind,0.1717334428477604,535,150,27,-0.4092112071951706
12,10,rNX,71,Hind,0.2036576162707111,484,150,27,-0.0836305179858183
12,11,OB,20,Tel,0.5107337600252183,223,150,27,3.0481048349949127
12,11,lP,22,Tel,0.17813360144860632,933,150,27,-0.34393878743019934
12,11,lPO,25,Tel,0.13656968953968568,425,150,27,-0.767830955482844
12,11,lSP,28,Tel,0.3124919494660513,679,150,27,1.026323269757514
12,11,rOB,56,Tel,0.4555297143133506,168,150,27,2.4851029050187656
12,11,rP,58,Tel,0.34963310227030875,976,150,27,1.4051096510940655
12,11,rPO,61,Tel,0.14873054704265237,382,150,27,-0.6438076858828173
12,11,rSP,64,Tel,0.2245477307241425,658,150,27,0.12941862729043235
12,11,lHb,16,Di,0.12067662414492851,309,150,27,-0.9299173818507181
12,11,lPT,24,Di,0.12300886817493378,379,150,27,-0.9061318445203258
12,11,lPrT,26,Di,0.11781252810140484,407,150,27,-0.9591270453698942
12,11,lTh,30,Di,0.12482276728105811,1186,150,27,-0.8876326804760778
12,11,rHb,52,Di,0.13473726587335297,260,150,27,-0.786519043418716
12,11,rPT,60,Di,0.11463623655251912,407,150,27,-0.991520654373177
12,11,rPrT,62,Di,0.11438870082084755,577,150,27,-0.9940451630911891
12,11,rTh,66,Di,0.15107912530014017,1297,150,27,-0.6198555629067762
12,11,lTeO,29,Mes,0.24258619621135158,6182,150,27,0.31338505134771083
12,11,lTS,32,Mes,0.2888267457359123,404,150,27,0.7849722020678739
12,11,rTeO,65,Mes,0.22624119090629552,7358,150,27,0.14668948739851578
12,11,rTS,68,Mes,0.18552843271191158,130,150,27,-0.2685221359981868
12,11,lMON,0,Hind,0.2885733942769668,863,150,27,0.782388381289718
12,11,lCb,1,Hind,0.11928301500039734,1625,150,27,-0.9441301923048401
12,11,lMOS1,2,Hind,0.11979664355713639,1419,150,27,-0.9388919191854339
12,11,lMOS2,3,Hind,0.11996856750444848,558,150,27,-0.9371385420026993
12,11,lMOS3,4,Hind,0.14819058810778402,1297,150,27,-0.6493144910185394
12,11,lMOS4,5,Hind,0.12740965037918983,882,150,27,-0.8612501906043666
12,11,lMOS5,6,Hind,0.16835354943186492,1182,150,27,-0.443681262636302
12,11,lRa,10,Hind,0.30357917668512413,254,150,27,0.9354257963496523
12,11,lT,11,Hind,0.11506823435055206,1266,150,27,-0.9871148976772378
12,11,laRF,12,Hind,0.14642886629399562,264,150,27,-0.6672815216673587
12,11,limRF,13,Hind,0.13798555973729762,382,150,27,-0.7533911142796862
12,11,lpRF,14,Hind,0.13491791253363367,485,150,27,-0.7846767070995155
12,11,lNX,35,Hind,0.1380244066641858,381,150,27,-0.7529949314541403
12,11,rMON,36,Hind,0.3205007134601673,1120,150,27,1.1080011527327005
12,11,rCb,37,Hind,0.11218471247004776,1685,150,27,-1.0165226768158486
12,11,rMOS1,38,Hind,0.11817244572666148,1483,150,27,-0.9554564028465266
12,11,rMOS2,39,Hind,0.12581943978902838,554,150,27,-0.8774680532588955
12,11,rMOS3,40,Hind,0.11498507597185176,1496,150,27,-0.9879629936292325
12,11,rMOS4,41,Hind,0.11991840402732866,1113,150,27,-0.9376501373770706
12,11,rMOS5,42,Hind,0.13692435471795683,1530,150,27,-0.7642138803701939
12,11,rRa,46,Hind,0.21531682390940127,201,150,27,0.03527664394278734
12,11,rT,47,Hind,0.11171769266509927,1437,150,27,-1.0212856076505819
12,11,raRF,48,Hind,0.11447227038212135,208,150,27,-0.9931928736678743
12,11,rimRF,49,Hind,0.12436470570013947,436,150,27,-0.8923042502999844
12,11,rpRF,50,Hind,0.1688335073576401,535,150,27,-0.4387863815631076
12,11,rNX,71,Hind,0.16520864195338233,484,150,27,-0.47575479922497044
12,12,OB,20,Tel,0.506582278240562,223,150,27,3.0057656870777185
12,12,lP,22,Tel,0.151730037375993,933,150,27,-0.6132171951888983
12,12,lPO,25,Tel,0.15649915856214044,425,150,27,-0.5645790130146175
12,12,lSP,28,Tel,0.18365829368402317,679,150,27,-0.28759486641943816
12,12,rOB,56,Tel,0.544070084184153,168,150,27,3.3880874322442285
12,12,rP,58,Tel,0.2671289228889504,976,150,27,0.5636855919726659
12,12,rPO,61,Tel,0.16761140003458494,382,150,27,-0.4512501199113665
12,12,rSP,64,Tel,0.15957884247132031,658,150,27,-0.5331706630970315
12,12,lHb,16,Di,0.18969559024870747,309,150,27,-0.22602311793751653
12,12,lPT,24,Di,0.19282931412421586,379,150,27,-0.19406363802671223
12,12,lPrT,26,Di,0.14083629631102296,407,150,27,-0.7243176981529417
12,12,lTh,30,Di,0.1891556137535095,1186,150,27,-0.23153010216336384
12,12,rHb,52,Di,0.23553696550283185,260,150,27,0.24149302889598423
12,12,rPT,60,Di,0.1919613266176737,407,150,27,-0.20291586316848953
12,12,rPrT,62,Di,0.1876888653205833,577,150,27,-0.24648882824726429
12,12,rTh,66,Di,0.23546324922543616,1297,150,27,0.24074122880761664
12,12,lTeO,29,Mes,0.3033516883581925,6182,150,27,0.9331057423489357
12,12,lTS,32,Mes,0.3509743458866806,404,150,27,1.4187884084178823
12,12,rTeO,65,Mes,0.35186620819484854,7358,150,27,1.427884122224662
12,12,rTS,68,Mes,0.34497527098024344,130,150,27,1.3576064659199705
12,12,lMON,0,Hind,0.2816377611537038,863,150,27,0.7116548909512712
12,12,lCb,1,Hind,0.14077527799861497,1625,150,27,-0.7249399972472669
12,12,lMOS1,2,Hind,0.14345545274220098,1419,150,27,-0.6976060666656564
12,12,lMOS2,3,Hind,0.14076921464162673,558,150,27,-0.7250018347746164
12,12,lMOS3,4,Hind,0.14329853395682304,1297,150,27,-0.699206412761274
12,12,lMOS4,5,Hind,0.14043467859869674,882,150,27,-0.7284136216352972
12,12,lMOS5,6,Hind,0.15870200168808263,1182,150,27,-0.5421131789376502
12,12,lRa,10,Hind,0.17329955935529967,254,150,27,-0.39323906955666854
12,12,lT,11,Hind,0.13583410992803346,1266,150,27,-0.7753328103862477
12,12,laRF,12,Hind,0.14205651188464002,264,150,27,-0.7118732529302308
12,12,limRF,13,Hind,0.1354744802297765,382,150,27,-0.7790005164680119
12,12,lpRF,14,Hind,0.14484572142125018,485,150,27,-0.6834273241587132
12,12,lNX,35,Hind,0.1511445397937572,381,150,27,-0.619188429082074
12,12,rMON,36,Hind,0.2977145220577348,1120,150,27,0.875614747516434
12,12,rCb,37,Hind,0.14487344360072732,1685,150,27,-0.6831445977688715
12,12,rMOS1,38,Hind,0.13213123224443774,1483,150,27,-0.8130968411823064
12,12,rMOS2,39,Hind,0.1383621611510913,554,150,27,-0.7495503210902841
12,12,rMOS3,40,Hind,0.2252338008883624,1496,150,27,0.13641555698234112
12,12,rMOS4,41,Hind,0.1271964437981566,1113,150,27,-0.8634245913218764
12,12,rMOS5,42,Hind,0.16784580056363943,1530,150,27,-0.44885957138284194
12,12,rRa,46,Hind,0.40216221784045036,201,150,27,1.9408311378903138
12,12,rT,47,Hind,0.12650564168011488,1437,150,27,-0.8704697801422581
12,12,raRF,48,Hind,0.13188966051787224,208,150,27,-0.815560525619384
12,12,rimRF,49,Hind,0.12590337618022668,436,150,27,-0.876612022697539
12,12,rpRF,50,Hind,0.14164560334403067,535,150,27,-0.7160639295087957
12,12,rNX,71,Hind,0.1430453839039188,484,150,27,-0.701788179487259
13,10,OB,20,Tel,0.3019095638509109,254,50,7,2.2393944550775844
13,10,lP,22,Tel,0.28185450505010873,1563,50,7,1.7498074220322775
13,10,lPO,25,Tel,0.30140975647632823,557,50,7,2.2271930842391052
13,10,lSP,28,Tel,0.288355799006434,988,50,7,1.9085179623825934
13,10,rOB,56,Tel,0.306145842820425,138,50,7,2.3428111177978
13,10,rP,58,Tel,0.3193163335329347,1354,50,7,2.664331066242453
13,10,rPO,61,Tel,0.29476048204484007,624,50,7,2.0648700228534116
13,10,rSP,64,Tel,0.24471414246595027,1066,50,7,0.8431314504276581
13,10,lHb,16,Di,0.21191383439814004,556,50,7,0.042405525393274995
13,10,lPT,24,Di,0.23040037089961862,420,50,7,0.4937015623154233
13,10,lPrT,26,Di,0.18511780186125806,541,50,7,-0.6117431458932349
13,10,lTh,30,Di,0.2078114361543524,901,50,7,-0.05774282144009015
13,10,rHb,52,Di,0.2759250179057702,466,50,7,1.6050559133325928
13,10,rPT,60,Di,0.20183385638735077,499,50,7,-0.20366837428867787
13,10,rPrT,62,Di,0.17717555240793767,493,50,7,-0.805630502902695
13,10,rTh,66,Di,0.2132387397892754,1300,50,7,0.07474930986952638
13,10,lTeO,29,Mes,0.22936795417012937,7514,50,7,0.4684980538900695
13,10,lTS,32,Mes,0.16420551226564847,118,50,7,-1.1222570226657742
13,10,rTeO,65,Mes,0.20333369793732722,7228,50,7,-0.1670540226787152
13,10,rTS,68,Mes,0.16252809348572075,144,50,7,-1.1632064156242452
13,10,lMON,0,Hind,0.2416406878158892,1012,50,7,0.7681018253206745
13,10,lCb,1,Hind,0.21637872657167287,1875,50,7,0.15140312713651766
13,10,lMOS1,2,Hind,0.1438130716106286,1217,50,7,-1.6200802709548465
13,10,lMOS2,3,Hind,0.21240540618421133,627,50,7,0.054405847838692005
13,10,lMOS3,4,Hind,0.1250147431503265,1262,50,7,-2.0789878188460715
13,10,lMOS4,5,Hind,0.2270254561376839,967,50,7,0.4113126488004783
13,10,lMOS5,6,Hind,0.22804736292146385,1257,50,7,0.4362595868917136
13,10,lRa,10,Hind,0.19614471517032747,382,50,7,-0.34255252300564876
13,10,lT,11,Hind,0.17172855374540616,1384,50,7,-0.9386034321111545
13,10,laRF,12,Hind,0.15415297901547917,603,50,7,-1.3676609368314525
13,10,limRF,13,Hind,0.22369098078562036,814,50,7,0.32991094808274213
13,10,lpRF,14,Hind,0.18580607477204406,953,50,7,-0.5949409267791382
13,10,lNX,35,Hind,0.2581507440511461,340,50,7,1.171147736475384
13,10,rMON,36,Hind,0.21881713025777563,1179,50,7,0.2109297950911408
13,10,rCb,37,Hind,0.23253778689347,1969,50,7,0.5458804746391019
13,10,rMOS1,38,Hind,0.1304263455304029,1455,50,7,-1.9468789888696396
13,10,rMOS2,39,Hind,0.22346061393281075,648,50,7,0.32428719872856265
13,10,rMOS3,40,Hind,0.14896875686995076,1513,50,7,-1.4942189272161783
13,10,rMOS4,41,Hind,0.14720550501558874,1291,50,7,-1.5372636897602905
13,10,rMOS5,42,Hind,0.205462081668229,1685,50,7,-0.11509560728117876
13,10,rRa,46,Hind,0.19233021326909908,231,50,7,-0.43567270215433296
13,10,rT,47,Hind,0.20112846145890745,1382,50,7,-0.22088857860580302
13,10,raRF,48,Hind,0.2134223168673888,704,50,7,0.07923082039020701
13,10,rimRF,49,Hind,0.25040717193504636,777,50,7,0.9821105197237685
13,10,rpRF,50,Hind,0.173811597164762,1043,50,7,-0.8877518710403794
13,10,rNX,71,Hind,0.2142195756697199,449,50,7,0.09869361905260397
13,11,OB,20,Tel,0.2338874381193727,254,50,7,0.578828358058384
13,11,lP,22,Tel,0.27354532992657804,1563,50,7,1.5469626218155585
13,11,lPO,25,Tel,0.22327178581390086,557,50,7,0.31967749903080267
13,11,lSP,28,Tel,0.2885734765159921,988,50,7,1.9138319376306228
13,11,rOB,56,Tel,0.23704008963665485,138,50,7,0.6557913486884693
13,11,rP,58,Tel,0.22890024076554297,1354,50,7,0.45708016574816007
13,11,rPO,61,Tel,0.20874450702375608,624,50,7,-0.03496455870300581
13,11,rSP,64,Tel,0.26707165055890814,1066,50,7,1.3889262128483928
13,11,lHb,16,Di,0.21694350979324806,556,50,7,0.1651906978692301
13,11,lPT,24,Di,0.16631572538531036,420,50,7,-1.0707421908913979
13,11,lPrT,26,Di,0.1790043120195963,541,50,7,-0.7609865553920937
13,11,lTh,30,Di,0.15430518127915033,901,50,7,-1.363945352876617
13,11,rHb,52,Di,0.19404867782858098,466,50,7,-0.3937212936131321
13,11,rPT,60,Di,0.24643787471829334,499,50,7,0.8852114546585803
13,11,rPrT,62,Di,0.1418945062636664,493,50,7,-1.6669165692301322
13,11,rTh,66,Di,0.18370012515267492,1300,50,7,-0.646351677359864
13,11,lTeO,29,Mes,0.20761002935196682,7514,50,7,-0.06265959380134392
13,11,lTS,32,Mes,0.16388624388344988,118,50,7,-1.1300510491774058
13,11,rTeO,65,Mes,0.23637356052004133,7228,50,7,0.6395199422626716
13,11,rTS,68,Mes,0.14686929849676583,144,50,7,-1.5454712125442385
13,11,lMON,0,Hind,0.21845738800909406,1012,50,7,0.20214771462244563
13,11,lCb,1,Hind,0.19949536750624514,1875,50,7,-0.2607559073885137
13,11,lMOS1,2,Hind,0.2126162636990582,1217,50,7,0.05955333237686029
13,11,lMOS2,3,Hind,0.19186740408321953,627,50,7,-0.44697086779081646
13,11,lMOS3,4,Hind,0.25365794738887676,1262,50,7,1.0614689262657468
13,11,lMOS4,5,Hind,0.25355269336811675,967,50,7,1.0588994496936852
13,11,lMOS5,6,Hind,0.24323514183430403,1257,50,7,0.8070258703686829
13,11,lRa,10,Hind,0.2151956618515349,382,50,7,0.1225219778970174
13,11,lT,11,Hind,0.19626582239476045,1384,50,7,-0.3395960357033964
13,11,laRF,12,Hind,0.2328704343998388,603,50,7,0.5540011142897076
13,11,limRF,13,Hind,0.21049928012314897,814,50,7,0.007873219232859607
13,11,lpRF,14,Hind,0.23232190647817383,953,50,7,0.5406103703194274
13,11,lNX,35,Hind,0.2442200286857234,340,50,7,0.8310690724485719
13,11,rMON,36,Hind,0.20037127638449992,1179,50,7,-0.23937309155225944
13,11,rCb,37,Hind,0.21001472596179435,1969,50,7,-0.0039557879300552035
13,11,rMOS1,38,Hind,0.1258356269010909,1455,50,7,-2.0589482844820153
13,11,rMOS2,39,Hind,0.16624632820227994,648,50,7,-1.0724363250886115
13,11,rMOS3,40,Hind,0.12653995738074703,1513,50,7,-2.0417540656446005
13,11,rMOS4,41,Hind,0.16820391252235595,1291,50,7,-1.0246474899262985
13,11,rMOS5,42,Hind,0.24466385800409643,1685,50,7,0.8419038987793769
13,11,rRa,46,Hind,0.19685115137805667,231,50,7,-0.3253068988260735
13,11,rT,47,Hind,0.18974994500754663,1382,50,7,-0.49866258890469767
